1,2,3,4,F2/F1
3.2222,1.8889,23.3333,5,0
3.2222,1.8889,23.3333,6,0
3.2222,1.8889,23.3333,7,0
3.2222,1.8889,23.3333,8,0.1113
3.2222,1.8889,23.3333,9,0.2085
1,3.2222,26.6667,2,0
3.2222,1.8889,23.3333,10,0.2889
3.2222,1.8889,26.6667,1,0
3.2222,1.8889,26.6667,2,0
3.2222,1.8889,26.6667,3,0
3.2222,1.8889,26.6667,4,0
3.2222,1.8889,26.6667,5,0
3.2222,1.8889,26.6667,6,0
3.2222,1.8889,26.6667,7,0.0044
3.2222,1.8889,26.6667,8,0.1367
3.2222,1.8889,26.6667,9,0.2385
1,3.2222,26.6667,3,0
3.2222,1.8889,26.6667,10,0.3177
3.2222,1.8889,30,1,0
3.2222,1.8889,30,2,0
3.2222,1.8889,30,3,0
3.2222,1.8889,30,4,0
3.2222,1.8889,30,5,0
3.2222,1.8889,30,6,0
3.2222,1.8889,30,7,0
3.2222,1.8889,30,8,0.1348
3.2222,1.8889,30,9,0.2414
1,3.2222,26.6667,4,0
3.2222,1.8889,30,10,0.32
3.2222,1.8889,33.3333,1,0
3.2222,1.8889,33.3333,2,0
3.2222,1.8889,33.3333,3,0
3.2222,1.8889,33.3333,4,0
3.2222,1.8889,33.3333,5,0
3.2222,1.8889,33.3333,6,0
3.2222,1.8889,33.3333,7,0.0356
3.2222,1.8889,33.3333,8,0.1812
3.2222,1.8889,33.3333,9,0.29
1,3.2222,26.6667,5,0
3.2222,1.8889,33.3333,10,0.3682
3.2222,1.8889,36.6667,1,0
3.2222,1.8889,36.6667,2,0
3.2222,1.8889,36.6667,3,0
3.2222,1.8889,36.6667,4,0
3.2222,1.8889,36.6667,5,0
3.2222,1.8889,36.6667,6,0
3.2222,1.8889,36.6667,7,0.0716
3.2222,1.8889,36.6667,8,0.2157
3.2222,1.8889,36.6667,9,0.3205
1,3.2222,26.6667,6,0
3.2222,1.8889,36.6667,10,0.3953
3.2222,1.8889,40,1,0
3.2222,1.8889,40,2,0
3.2222,1.8889,40,3,0
3.2222,1.8889,40,4,0
3.2222,1.8889,40,5,0
3.2222,1.8889,40,6,0
3.2222,1.8889,40,7,0.0869
3.2222,1.8889,40,8,0.2353
3.2222,1.8889,40,9,0.3424
1,3.2222,26.6667,7,0
3.2222,1.8889,40,10,0.415
3.2222,1.8889,43.3333,1,0
3.2222,1.8889,43.3333,2,0
3.2222,1.8889,43.3333,3,0
3.2222,1.8889,43.3333,3,0
3.2222,1.8889,43.3333,4,0
3.2222,1.8889,43.3333,5,0
3.2222,1.8889,43.3333,6,0
3.2222,1.8889,43.3333,7,0.1
3.2222,1.8889,43.3333,8,0.2586
3.2222,1.8889,43.3333,9,0.3544
1,3.2222,26.6667,8,0
3.2222,1.8889,43.3333,10,0.4381
3.2222,1.8889,46.6667,1,0
3.2222,1.8889,46.6667,2,0
3.2222,1.8889,46.6667,3,0
3.2222,1.8889,46.6667,4,0
3.2222,1.8889,46.6667,5,0
3.2222,1.8889,46.6667,6,0
3.2222,1.8889,46.6667,7,0.1152
3.2222,1.8889,46.6667,8,0.2652
3.2222,1.8889,46.6667,9,0.3706
1,3.2222,26.6667,9,0
3.2222,1.8889,46.6667,10,0.4427
3.2222,1.8889,50,1,0
3.2222,1.8889,50,2,0
3.2222,1.8889,50,3,0
3.2222,1.8889,50,4,0
3.2222,1.8889,50,5,0
3.2222,1.8889,50,6,0
3.2222,1.8889,50,7,0.1167
3.2222,1.8889,50,8,0.2704
3.2222,1.8889,50,9,0.383
1,1,36.6667,3,0
1,3.2222,26.6667,10,0
3.2222,1.8889,50,10,0.462
3.2222,2.3333,20,1,0
3.2222,2.3333,20,2,0
3.2222,2.3333,20,3,0
3.2222,2.3333,20,4,0
3.2222,2.3333,20,5,0
3.2222,2.3333,20,6,0
3.2222,2.3333,20,7,0
3.2222,2.3333,20,8,0
3.2222,2.3333,20,9,0
1,3.2222,30,1,0
3.2222,2.3333,20,10,0.0599
3.2222,2.3333,23.3333,1,0
3.2222,2.3333,23.3333,2,0
3.2222,2.3333,23.3333,3,0
3.2222,2.3333,23.3333,4,0
3.2222,2.3333,23.3333,5,0
3.2222,2.3333,23.3333,6,0
3.2222,2.3333,23.3333,6,0
3.2222,2.3333,23.3333,7,0
3.2222,2.3333,23.3333,8,0
3.2222,2.3333,23.3333,9,0.0125
1,3.2222,30,2,0
3.2222,2.3333,23.3333,10,0.1165
3.2222,2.3333,26.6667,1,0
3.2222,2.3333,26.6667,2,0
3.2222,2.3333,26.6667,3,0
3.2222,2.3333,26.6667,4,0
3.2222,2.3333,26.6667,5,0
3.2222,2.3333,26.6667,6,0
3.2222,2.3333,26.6667,7,0
3.2222,2.3333,26.6667,8,0
3.2222,2.3333,26.6667,9,0.056
1,3.2222,30,3,0
3.2222,2.3333,26.6667,10,0.1615
3.2222,2.3333,30,1,0
3.2222,2.3333,30,2,0
3.2222,2.3333,30,3,0
3.2222,2.3333,30,4,0
3.2222,2.3333,30,5,0
3.2222,2.3333,30,6,0
3.2222,2.3333,30,7,0
3.2222,2.3333,30,8,0
3.2222,2.3333,30,9,0.0784
1,3.2222,30,4,0
3.2222,2.3333,30,10,0.1803
3.2222,2.3333,33.3333,1,0
3.2222,2.3333,33.3333,2,0
3.2222,2.3333,33.3333,3,0
3.2222,2.3333,33.3333,4,0
3.2222,2.3333,33.3333,5,0
3.2222,2.3333,33.3333,6,0
3.2222,2.3333,33.3333,7,0
3.2222,2.3333,33.3333,8,0
3.2222,2.3333,33.3333,9,0.0853
1,3.2222,30,5,0
3.2222,2.3333,33.3333,10,0.1919
3.2222,2.3333,36.6667,1,0
3.2222,2.3333,36.6667,2,0
3.2222,2.3333,36.6667,3,0
3.2222,2.3333,36.6667,4,0
3.2222,2.3333,36.6667,5,0
3.2222,2.3333,36.6667,6,0
3.2222,2.3333,36.6667,7,0
3.2222,2.3333,36.6667,8,0
3.2222,2.3333,36.6667,9,0.1052
1,3.2222,30,6,0
3.2222,2.3333,36.6667,10,0.2144
3.2222,2.3333,40,1,0
3.2222,2.3333,40,2,0
3.2222,2.3333,40,3,0
3.2222,2.3333,40,4,0
3.2222,2.3333,40,5,0
3.2222,2.3333,40,6,0
3.2222,2.3333,40,7,0
3.2222,2.3333,40,8,0
3.2222,2.3333,40,9,0.1042
1,3.2222,30,7,0
3.2222,2.3333,40,10,0.2195
3.2222,2.3333,43.3333,1,0
3.2222,2.3333,43.3333,2,0
3.2222,2.3333,43.3333,3,0
3.2222,2.3333,43.3333,4,0
3.2222,2.3333,43.3333,5,0
3.2222,2.3333,43.3333,6,0
3.2222,2.3333,43.3333,7,0
3.2222,2.3333,43.3333,8,0
3.2222,2.3333,43.3333,9,0.0557
1,3.2222,30,8,0
3.2222,2.3333,43.3333,10,0.1673
3.2222,2.3333,46.6667,1,0
3.2222,2.3333,46.6667,2,0
3.2222,2.3333,46.6667,3,0
3.2222,2.3333,46.6667,4,0
3.2222,2.3333,46.6667,5,0
3.2222,2.3333,46.6667,6,0
3.2222,2.3333,46.6667,7,0
3.2222,2.3333,46.6667,8,0
3.2222,2.3333,46.6667,9,0.1147
1,3.2222,30,9,0
3.2222,2.3333,46.6667,10,0.2297
3.2222,2.3333,50,1,0
3.2222,2.3333,50,2,0
3.2222,2.3333,50,3,0
3.2222,2.3333,50,4,0
3.2222,2.3333,50,5,0
3.2222,2.3333,50,6,0
3.2222,2.3333,50,7,0
3.2222,2.3333,50,8,0
3.2222,2.3333,50,9,0.1287
1,1,36.6667,4,0.1922
1,3.2222,30,10,0
3.2222,2.3333,50,10,0.2452
3.2222,2.7778,20,1,0
3.2222,2.7778,20,2,0
3.2222,2.7778,20,3,0
3.2222,2.7778,20,4,0
3.2222,2.7778,20,5,0
3.2222,2.7778,20,6,0
3.2222,2.7778,20,7,0
3.2222,2.7778,20,8,0
3.2222,2.7778,20,9,0
1,3.2222,33.3333,1,0
3.2222,2.7778,20,10,0
3.2222,2.7778,23.3333,1,0
3.2222,2.7778,23.3333,2,0
3.2222,2.7778,23.3333,3,0
3.2222,2.7778,23.3333,4,0
3.2222,2.7778,23.3333,5,0
3.2222,2.7778,23.3333,6,0
3.2222,2.7778,23.3333,7,0
3.2222,2.7778,23.3333,8,0
3.2222,2.7778,23.3333,9,0
1,3.2222,33.3333,2,0
3.2222,2.7778,23.3333,10,0
3.2222,2.7778,26.6667,1,0
3.2222,2.7778,26.6667,2,0
3.2222,2.7778,26.6667,3,0
3.2222,2.7778,26.6667,4,0
3.2222,2.7778,26.6667,5,0
3.2222,2.7778,26.6667,6,0
3.2222,2.7778,26.6667,7,0
3.2222,2.7778,26.6667,8,0
3.2222,2.7778,26.6667,9,0
1,3.2222,33.3333,3,0
3.2222,2.7778,26.6667,10,0
3.2222,2.7778,30,1,0
3.2222,2.7778,30,2,0
3.2222,2.7778,30,3,0
3.2222,2.7778,30,4,0
3.2222,2.7778,30,5,0
3.2222,2.7778,30,6,0
3.2222,2.7778,30,7,0
3.2222,2.7778,30,8,0
3.2222,2.7778,30,9,0
1,3.2222,33.3333,4,0
3.2222,2.7778,30,10,0
3.2222,2.7778,33.3333,1,0
3.2222,2.7778,33.3333,2,0
3.2222,2.7778,33.3333,3,0
3.2222,2.7778,33.3333,4,0
3.2222,2.7778,33.3333,5,0
3.2222,2.7778,33.3333,6,0
3.2222,2.7778,33.3333,7,0
3.2222,2.7778,33.3333,8,0
3.2222,2.7778,33.3333,9,0
1,3.2222,33.3333,5,0
3.2222,2.7778,33.3333,10,0.0024
3.2222,2.7778,36.6667,1,0
3.2222,2.7778,36.6667,2,0
3.2222,2.7778,36.6667,3,0
3.2222,2.7778,36.6667,4,0
3.2222,2.7778,36.6667,5,0
3.2222,2.7778,36.6667,6,0
3.2222,2.7778,36.6667,7,0
3.2222,2.7778,36.6667,8,0
3.2222,2.7778,36.6667,9,0
1,3.2222,33.3333,6,0
3.2222,2.7778,36.6667,10,0.0142
3.2222,2.7778,40,1,0
3.2222,2.7778,40,2,0
3.2222,2.7778,40,3,0
3.2222,2.7778,40,4,0
3.2222,2.7778,40,5,0
3.2222,2.7778,40,6,0
3.2222,2.7778,40,7,0
3.2222,2.7778,40,8,0
3.2222,2.7778,40,9,0
1,3.2222,33.3333,7,0
3.2222,2.7778,40,10,0.0248
3.2222,2.7778,43.3333,1,0
3.2222,2.7778,43.3333,2,0
3.2222,2.7778,43.3333,3,0
3.2222,2.7778,43.3333,4,0
3.2222,2.7778,43.3333,5,0
3.2222,2.7778,43.3333,6,0
3.2222,2.7778,43.3333,7,0
3.2222,2.7778,43.3333,8,0
3.2222,2.7778,43.3333,9,0
1,3.2222,33.3333,8,0
3.2222,2.7778,43.3333,10,0.0353
3.2222,2.7778,46.6667,1,0
3.2222,2.7778,46.6667,2,0
3.2222,2.7778,46.6667,3,0
3.2222,2.7778,46.6667,4,0
3.2222,2.7778,46.6667,5,0
3.2222,2.7778,46.6667,6,0
3.2222,2.7778,46.6667,7,0
3.2222,2.7778,46.6667,8,0
3.2222,2.7778,46.6667,9,0
1,3.2222,33.3333,9,0
3.2222,2.7778,46.6667,10,0
3.2222,2.7778,50,1,0
3.2222,2.7778,50,2,0
3.2222,2.7778,50,3,0
3.2222,2.7778,50,4,0
3.2222,2.7778,50,5,0
3.2222,2.7778,50,6,0
3.2222,2.7778,50,7,0
3.2222,2.7778,50,8,0
3.2222,2.7778,50,9,0
1,1,36.6667,5,0.4424
1,3.2222,33.3333,10,0
3.2222,2.7778,50,10,0
3.2222,3.2222,20,1,0
3.2222,3.2222,20,2,0
3.2222,3.2222,20,3,0
3.2222,3.2222,20,4,0
3.2222,3.2222,20,5,0
3.2222,3.2222,20,6,0
3.2222,3.2222,20,7,0
3.2222,3.2222,20,8,0
3.2222,3.2222,20,9,0
1,3.2222,36.6667,1,0
3.2222,3.2222,20,10,0
3.2222,3.2222,23.3333,1,0
3.2222,3.2222,23.3333,2,0
3.2222,3.2222,23.3333,3,0
3.2222,3.2222,23.3333,4,0
3.2222,3.2222,23.3333,5,0
3.2222,3.2222,23.3333,6,0
3.2222,3.2222,23.3333,7,0
3.2222,3.2222,23.3333,8,0
3.2222,3.2222,23.3333,9,0
1,3.2222,36.6667,2,0
3.2222,3.2222,23.3333,10,0
3.2222,3.2222,26.6667,1,0
3.2222,3.2222,26.6667,2,0
3.2222,3.2222,26.6667,3,0
3.2222,3.2222,26.6667,4,0
3.2222,3.2222,26.6667,5,0
3.2222,3.2222,26.6667,6,0
3.2222,3.2222,26.6667,7,0
3.2222,3.2222,26.6667,8,0
3.2222,3.2222,26.6667,9,0
1,3.2222,36.6667,3,0
3.2222,3.2222,26.6667,10,0
3.2222,3.2222,30,1,0
3.2222,3.2222,30,2,0
3.2222,3.2222,30,3,0
3.2222,3.2222,30,4,0
3.2222,3.2222,30,5,0
3.2222,3.2222,30,6,0
3.2222,3.2222,30,7,0
3.2222,3.2222,30,8,0
3.2222,3.2222,30,9,0
1,3.2222,36.6667,4,0
3.2222,3.2222,30,10,0
3.2222,3.2222,33.3333,1,0
3.2222,3.2222,33.3333,2,0
3.2222,3.2222,33.3333,3,0
3.2222,3.2222,33.3333,4,0
3.2222,3.2222,33.3333,5,0
3.2222,3.2222,33.3333,6,0
3.2222,3.2222,33.3333,7,0
3.2222,3.2222,33.3333,8,0
3.2222,3.2222,33.3333,9,0
1,3.2222,36.6667,5,0
3.2222,3.2222,33.3333,10,0
3.2222,3.2222,36.6667,1,0
3.2222,3.2222,36.6667,2,0
3.2222,3.2222,36.6667,3,0
3.2222,3.2222,36.6667,4,0
3.2222,3.2222,36.6667,5,0
3.2222,3.2222,36.6667,6,0
3.2222,3.2222,36.6667,7,0
3.2222,3.2222,36.6667,8,0
3.2222,3.2222,36.6667,9,0
1,3.2222,36.6667,6,0
3.2222,3.2222,36.6667,10,0
3.2222,3.2222,40,1,0
3.2222,3.2222,40,2,0
3.2222,3.2222,40,3,0
3.2222,3.2222,40,4,0
3.2222,3.2222,40,5,0
3.2222,3.2222,40,6,0
3.2222,3.2222,40,7,0
3.2222,3.2222,40,8,0
3.2222,3.2222,40,9,0
1,3.2222,36.6667,7,0
3.2222,3.2222,40,10,0
3.2222,3.2222,43.3333,1,0
3.2222,3.2222,43.3333,2,0
3.2222,3.2222,43.3333,3,0
3.2222,3.2222,43.3333,4,0
3.2222,3.2222,43.3333,5,0
3.2222,3.2222,43.3333,6,0
3.2222,3.2222,43.3333,7,0
3.2222,3.2222,43.3333,8,0
3.2222,3.2222,43.3333,9,0
1,3.2222,36.6667,8,0
3.2222,3.2222,43.3333,10,0
3.2222,3.2222,46.6667,1,0
3.2222,3.2222,46.6667,2,0
3.2222,3.2222,46.6667,3,0
3.2222,3.2222,46.6667,4,0
3.2222,3.2222,46.6667,5,0
3.2222,3.2222,46.6667,6,0
3.2222,3.2222,46.6667,7,0
3.2222,3.2222,46.6667,8,0
3.2222,3.2222,46.6667,9,0
1,3.2222,36.6667,9,0
3.2222,3.2222,46.6667,10,0
3.2222,3.2222,50,1,0
3.2222,3.2222,50,2,0
3.2222,3.2222,50,3,0
3.2222,3.2222,50,4,0
3.2222,3.2222,50,5,0
3.2222,3.2222,50,6,0
3.2222,3.2222,50,7,0
3.2222,3.2222,50,8,0
3.2222,3.2222,50,9,0
1,1,36.6667,6,0.5942
1,3.2222,36.6667,10,0
3.2222,3.2222,50,10,0
3.2222,3.6667,20,1,0
3.2222,3.6667,20,2,0
3.2222,3.6667,20,3,0
3.2222,3.6667,20,4,0
3.2222,3.6667,20,5,0
3.2222,3.6667,20,6,0
3.2222,3.6667,20,7,0
3.2222,3.6667,20,8,0
3.2222,3.6667,20,9,0
1,3.2222,40,1,0
3.2222,3.6667,20,10,0
3.2222,3.6667,23.3333,1,0
3.2222,3.6667,23.3333,2,0
3.2222,3.6667,23.3333,3,0
3.2222,3.6667,23.3333,4,0
3.2222,3.6667,23.3333,5,0
3.2222,3.6667,23.3333,6,0
3.2222,3.6667,23.3333,7,0
3.2222,3.6667,23.3333,8,0
3.2222,3.6667,23.3333,9,0
1,3.2222,40,2,0
3.2222,3.6667,23.3333,10,0
3.2222,3.6667,26.6667,1,0
3.2222,3.6667,26.6667,2,0
3.2222,3.6667,26.6667,3,0
3.2222,3.6667,26.6667,4,0
3.2222,3.6667,26.6667,5,0
3.2222,3.6667,26.6667,6,0
3.2222,3.6667,26.6667,7,0
3.2222,3.6667,26.6667,8,0
3.2222,3.6667,26.6667,9,0
1,3.2222,40,3,0
3.2222,3.6667,26.6667,10,0
3.2222,3.6667,30,1,0
3.2222,3.6667,30,2,0
3.2222,3.6667,30,3,0
3.2222,3.6667,30,4,0
3.2222,3.6667,30,5,0
3.2222,3.6667,30,6,0
3.2222,3.6667,30,7,0
3.2222,3.6667,30,8,0
3.2222,3.6667,30,9,0
1,3.2222,40,4,0
3.2222,3.6667,30,10,0
3.2222,3.6667,33.3333,1,0
3.2222,3.6667,33.3333,2,0
3.2222,3.6667,33.3333,3,0
3.2222,3.6667,33.3333,4,0
3.2222,3.6667,33.3333,5,0
3.2222,3.6667,33.3333,6,0
3.2222,3.6667,33.3333,7,0
3.2222,3.6667,33.3333,8,0
3.2222,3.6667,33.3333,9,0
1,3.2222,40,5,0
3.2222,3.6667,33.3333,10,0
3.2222,3.6667,36.6667,1,0
3.2222,3.6667,36.6667,2,0
3.2222,3.6667,36.6667,3,0
3.2222,3.6667,36.6667,4,0
3.2222,3.6667,36.6667,5,0
3.2222,3.6667,36.6667,6,0
3.2222,3.6667,36.6667,7,0
3.2222,3.6667,36.6667,8,0
3.2222,3.6667,36.6667,9,0
1,3.2222,40,6,0
3.2222,3.6667,36.6667,10,0
3.2222,3.6667,40,1,0
3.2222,3.6667,40,2,0
3.2222,3.6667,40,3,0
3.2222,3.6667,40,4,0
3.2222,3.6667,40,5,0
3.2222,3.6667,40,6,0
3.2222,3.6667,40,7,0
3.2222,3.6667,40,8,0
3.2222,3.6667,40,9,0
1,3.2222,40,7,0
3.2222,3.6667,40,10,0
3.2222,3.6667,43.3333,1,0
3.2222,3.6667,43.3333,2,0
3.2222,3.6667,43.3333,3,0
3.2222,3.6667,43.3333,4,0
3.2222,3.6667,43.3333,5,0
3.2222,3.6667,43.3333,6,0
3.2222,3.6667,43.3333,7,0
3.2222,3.6667,43.3333,8,0
3.2222,3.6667,43.3333,9,0
1,3.2222,40,8,0
3.2222,3.6667,43.3333,10,0
3.2222,3.6667,46.6667,1,0
3.2222,3.6667,46.6667,2,0
3.2222,3.6667,46.6667,3,0
3.2222,3.6667,46.6667,4,0
3.2222,3.6667,46.6667,5,0
3.2222,3.6667,46.6667,6,0
3.2222,3.6667,46.6667,7,0
3.2222,3.6667,46.6667,8,0
3.2222,3.6667,46.6667,9,0
1,3.2222,40,9,0
3.2222,3.6667,46.6667,10,0
3.2222,3.6667,50,1,0
3.2222,3.6667,50,2,0
3.2222,3.6667,50,3,0
3.2222,3.6667,50,4,0
3.2222,3.6667,50,5,0
3.2222,3.6667,50,6,0
3.2222,3.6667,50,7,0
3.2222,3.6667,50,8,0
3.2222,3.6667,50,9,0
1,1,36.6667,7,0.6642
1,3.2222,40,10,0
3.2222,3.6667,50,10,0
3.2222,4.1111,20,1,0
3.2222,4.1111,20,2,0
3.2222,4.1111,20,3,0
3.2222,4.1111,20,4,0
3.2222,4.1111,20,5,0
3.2222,4.1111,20,6,0
3.2222,4.1111,20,7,0
3.2222,4.1111,20,8,0
3.2222,4.1111,20,9,0
1,3.2222,43.3333,1,0
3.2222,4.1111,20,10,0
3.2222,4.1111,23.3333,1,0
3.2222,4.1111,23.3333,2,0
3.2222,4.1111,23.3333,3,0
3.2222,4.1111,23.3333,4,0
3.2222,4.1111,23.3333,5,0
3.2222,4.1111,23.3333,6,0
3.2222,4.1111,23.3333,7,0
3.2222,4.1111,23.3333,8,0
3.2222,4.1111,23.3333,9,0
1,3.2222,43.3333,2,0
3.2222,4.1111,23.3333,10,0
3.2222,4.1111,26.6667,1,0
3.2222,4.1111,26.6667,2,0
3.2222,4.1111,26.6667,3,0
3.2222,4.1111,26.6667,4,0
3.2222,4.1111,26.6667,5,0
3.2222,4.1111,26.6667,6,0
3.2222,4.1111,26.6667,7,0
3.2222,4.1111,26.6667,8,0
3.2222,4.1111,26.6667,9,0
1,3.2222,43.3333,3,0
3.2222,4.1111,26.6667,10,0
3.2222,4.1111,30,1,0
3.2222,4.1111,30,2,0
3.2222,4.1111,30,3,0
3.2222,4.1111,30,4,0
3.2222,4.1111,30,5,0
3.2222,4.1111,30,6,0
3.2222,4.1111,30,7,0
3.2222,4.1111,30,8,0
3.2222,4.1111,30,9,0
1,3.2222,43.3333,4,0
3.2222,4.1111,30,10,0
3.2222,4.1111,33.3333,1,0
3.2222,4.1111,33.3333,2,0
3.2222,4.1111,33.3333,3,0
3.2222,4.1111,33.3333,4,0
3.2222,4.1111,33.3333,5,0
3.2222,4.1111,33.3333,6,0
3.2222,4.1111,33.3333,7,0
3.2222,4.1111,33.3333,8,0
3.2222,4.1111,33.3333,9,0
1,3.2222,43.3333,5,0
3.2222,4.1111,33.3333,10,0
3.2222,4.1111,36.6667,1,0
3.2222,4.1111,36.6667,2,0
3.2222,4.1111,36.6667,3,0
3.2222,4.1111,36.6667,4,0
3.2222,4.1111,36.6667,5,0
3.2222,4.1111,36.6667,6,0
3.2222,4.1111,36.6667,7,0
3.2222,4.1111,36.6667,8,0
3.2222,4.1111,36.6667,9,0
1,3.2222,43.3333,6,0
3.2222,4.1111,36.6667,10,0
3.2222,4.1111,40,1,0
3.2222,4.1111,40,2,0
3.2222,4.1111,40,3,0
3.2222,4.1111,40,4,0
3.2222,4.1111,40,5,0
3.2222,4.1111,40,6,0
3.2222,4.1111,40,7,0
3.2222,4.1111,40,8,0
3.2222,4.1111,40,9,0
1,3.2222,43.3333,7,0
3.2222,4.1111,40,10,0
3.2222,4.1111,43.3333,1,0
3.2222,4.1111,43.3333,2,0
3.2222,4.1111,43.3333,3,0
3.2222,4.1111,43.3333,4,0
3.2222,4.1111,43.3333,5,0
3.2222,4.1111,43.3333,6,0
3.2222,4.1111,43.3333,7,0
3.2222,4.1111,43.3333,8,0
3.2222,4.1111,43.3333,9,0
1,3.2222,43.3333,8,0
3.2222,4.1111,43.3333,10,0
3.2222,4.1111,46.6667,1,0
3.2222,4.1111,46.6667,2,0
3.2222,4.1111,46.6667,3,0
3.2222,4.1111,46.6667,4,0
3.2222,4.1111,46.6667,5,0
3.2222,4.1111,46.6667,6,0
3.2222,4.1111,46.6667,7,0
3.2222,4.1111,46.6667,8,0
3.2222,4.1111,46.6667,9,0
1,3.2222,43.3333,9,0
3.2222,4.1111,46.6667,10,0
3.2222,4.1111,50,1,0
3.2222,4.1111,50,2,0
3.2222,4.1111,50,3,0
3.2222,4.1111,50,4,0
3.2222,4.1111,50,5,0
3.2222,4.1111,50,6,0
3.2222,4.1111,50,7,0
3.2222,4.1111,50,8,0
3.2222,4.1111,50,9,0
1,1,36.6667,8,0.7095
1,3.2222,43.3333,10,0
3.2222,4.1111,50,10,0
3.2222,4.5556,20,1,0
3.2222,4.5556,20,2,0
3.2222,4.5556,20,3,0
3.2222,4.5556,20,4,0
3.2222,4.5556,20,5,0
3.2222,4.5556,20,6,0
3.2222,4.5556,20,7,0
3.2222,4.5556,20,8,0
3.2222,4.5556,20,9,0
1,3.2222,46.6667,1,0
3.2222,4.5556,20,10,0
3.2222,4.5556,23.3333,1,0
3.2222,4.5556,23.3333,2,0
3.2222,4.5556,23.3333,3,0
3.2222,4.5556,23.3333,4,0
3.2222,4.5556,23.3333,5,0
3.2222,4.5556,23.3333,6,0
3.2222,4.5556,23.3333,7,0
3.2222,4.5556,23.3333,8,0
3.2222,4.5556,23.3333,9,0
1,3.2222,46.6667,2,0
3.2222,4.5556,23.3333,10,0
3.2222,4.5556,26.6667,1,0
3.2222,4.5556,26.6667,2,0
3.2222,4.5556,26.6667,3,0
3.2222,4.5556,26.6667,4,0
3.2222,4.5556,26.6667,5,0
3.2222,4.5556,26.6667,6,0
3.2222,4.5556,26.6667,7,0
3.2222,4.5556,26.6667,8,0
3.2222,4.5556,26.6667,9,0
1,3.2222,46.6667,3,0
3.2222,4.5556,26.6667,10,0
3.2222,4.5556,30,1,0
3.2222,4.5556,30,2,0
3.2222,4.5556,30,3,0
3.2222,4.5556,30,4,0
3.2222,4.5556,30,5,0
3.2222,4.5556,30,6,0
3.2222,4.5556,30,7,0
3.2222,4.5556,30,8,0
3.2222,4.5556,30,9,0
1,3.2222,46.6667,4,0
3.2222,4.5556,30,10,0
3.2222,4.5556,33.3333,1,0
3.2222,4.5556,33.3333,2,0
3.2222,4.5556,33.3333,3,0
3.2222,4.5556,33.3333,4,0
3.2222,4.5556,33.3333,5,0
3.2222,4.5556,33.3333,6,0
3.2222,4.5556,33.3333,7,0
3.2222,4.5556,33.3333,8,0
3.2222,4.5556,33.3333,9,0
1,3.2222,46.6667,5,0
3.2222,4.5556,33.3333,10,0
3.2222,4.5556,36.6667,1,0
3.2222,4.5556,36.6667,2,0
3.2222,4.5556,36.6667,3,0
3.2222,4.5556,36.6667,4,0
3.2222,4.5556,36.6667,5,0
3.2222,4.5556,36.6667,6,0
3.2222,4.5556,36.6667,7,0
3.2222,4.5556,36.6667,8,0
3.2222,4.5556,36.6667,9,0
1,3.2222,46.6667,6,0
3.2222,4.5556,36.6667,10,0
3.2222,4.5556,40,1,0
3.2222,4.5556,40,2,0
3.2222,4.5556,40,3,0
3.2222,4.5556,40,4,0
3.2222,4.5556,40,5,0
3.2222,4.5556,40,6,0
3.2222,4.5556,40,7,0
3.2222,4.5556,40,8,0
3.2222,4.5556,40,9,0
1,3.2222,46.6667,7,0
3.2222,4.5556,40,10,0
3.2222,4.5556,43.3333,1,0
3.2222,4.5556,43.3333,2,0
3.2222,4.5556,43.3333,3,0
3.2222,4.5556,43.3333,4,0
3.2222,4.5556,43.3333,5,0
3.2222,4.5556,43.3333,6,0
3.2222,4.5556,43.3333,7,0
3.2222,4.5556,43.3333,8,0
3.2222,4.5556,43.3333,9,0
1,3.2222,46.6667,8,0
3.2222,4.5556,43.3333,10,0
3.2222,4.5556,46.6667,1,0
3.2222,4.5556,46.6667,2,0
3.2222,4.5556,46.6667,3,0
3.2222,4.5556,46.6667,4,0
3.2222,4.5556,46.6667,5,0
3.2222,4.5556,46.6667,6,0
3.2222,4.5556,46.6667,7,0
3.2222,4.5556,46.6667,8,0
3.2222,4.5556,46.6667,9,0
1,3.2222,46.6667,9,0
3.2222,4.5556,46.6667,10,0
3.2222,4.5556,50,1,0
3.2222,4.5556,50,2,0
3.2222,4.5556,50,3,0
3.2222,4.5556,50,4,0
3.2222,4.5556,50,5,0
3.2222,4.5556,50,6,0
3.2222,4.5556,50,7,0
3.2222,4.5556,50,8,0
3.2222,4.5556,50,9,0
1,1,36.6667,9,0.7418
1,3.2222,46.6667,10,0
3.2222,4.5556,50,10,0
3.2222,5,20,1,0
3.2222,5,20,2,0
3.2222,5,20,3,0
3.2222,5,20,4,0
3.2222,5,20,5,0
3.2222,5,20,6,0
3.2222,5,20,7,0
3.2222,5,20,8,0
3.2222,5,20,9,0
1,3.2222,50,1,0
3.2222,5,20,10,0
3.2222,5,23.3333,1,0
3.2222,5,23.3333,2,0
3.2222,5,23.3333,3,0
3.2222,5,23.3333,4,0
3.2222,5,23.3333,5,0
3.2222,5,23.3333,6,0
3.2222,5,23.3333,7,0
3.2222,5,23.3333,8,0
3.2222,5,23.3333,9,0
1,3.2222,50,2,0
3.2222,5,23.3333,10,0
3.2222,5,26.6667,1,0
3.2222,5,26.6667,2,0
3.2222,5,26.6667,3,0
3.2222,5,26.6667,4,0
3.2222,5,26.6667,5,0
